-0.3,3.56,4.53,
-0.3,3.59,4.53,
-0.29,2.93,4.46,
-0.29,3.21,4.47,
-0.29,2.99,4.45,
-0.24,1.72,3.71,
-0.29,4.66,4.58,
-0.28,3.17,4.48,
-0.26,3.38,4.45,
-0.27,3.99,4.57,
-0.25,3.52,4.43,
-0.25,3.32,4.43,
-0.25,3.32,4.43,
-0.21,1.71,3.71,
-0.26,4.68,4.58,
-0.26,4.68,4.58,
-0.21,1.71,3.67,
-0.25,3.24,4.47,
-0.25,4.68,4.56,
-0.25,4.8,4.56,
-0.18,1.72,3.65,
-0.22,4.25,4.46,
-0.21,3.31,4.37,
-0.21,3.32,4.39,
-0.22,4.24,4.49,
-0.18,1.69,3.67,
-0.17,1.68,3.69,
-0.19,3.31,4.35,
-0.19,4.6,4.46,
-0.18,3.45,4.31,
-0.19,4.97,4.52,
-0.18,3.83,4.42,
-0.15,1.68,3.67,
-0.18,3.29,4.36,
-0.18,3.26,4.52,
-0.18,4.84,4.47,
-0.17,4.94,4.5,
-0.14,1.7,3.61,
-0.17,4.85,4.49,
-0.17,2.97,4.56,
-0.16,3.3,4.51,
-0.15,2.22,4.21,
-0.16,4.72,4.45,
-0.15,3.53,4.37,
-0.13,1.65,3.72,
-0.15,4.54,4.45,
-0.15,3.84,4.42,
-0.15,4.75,4.44,
-0.15,3.87,4.39,
-0.15,4.67,4.43,
-0.15,3.5,4.35,
-0.15,2.59,4.56,
-0.15,3.54,4.37,
-0.15,2.64,4.57,
-0.14,3.3,4.32,
-0.13,3.48,4.34,
-0.11,1.67,3.57,
-0.13,3.58,4.37,
-0.13,2.62,4.58,
-0.13,2.62,4.58,
-0.13,2.64,4.57,
-0.13,2.64,4.57,
-0.13,3.02,4.57,
-0.12,4.78,4.42,
-0.12,3.67,4.33,
-0.12,3.83,4.38,
-0.12,3.79,4.36,
-0.12,4.13,4.38,
-0.12,3.61,4.34,
-0.1,1.6,3.88,
-0.12,2.56,4.56,
-0.12,2.64,4.57,
-0.09,1.66,3.58,
-0.09,4.72,4.39,
-0.08,4.55,4.41,
-0.08,3.82,4.34,
-0.08,4.16,4.36,
-0.08,4.14,4.36,
-0.08,4.14,4.36,
-0.11,0.95,6.47,
-0.07,4.48,4.38,
-0.07,4.46,4.38,
-0.07,4.46,4.38,
-0.06,3.82,4.34,
-0.06,4.51,4.4,
-0.06,3.25,4.46,
-0.05,1.63,3.54,
-0.06,4.72,4.37,
-0.05,4.72,4.35,
-0.04,1.65,3.54,
-0.05,3.8,4.3,
-0.04,3.41,4.26,
-0.04,2.22,4.15,
-0.04,4.12,4.32,
-0.02,4.47,4.34,
-0.02,1.66,3.51,
-0.01,4.14,4.3,
-0.0,3.19,4.17,
-0.0,1.67,3.49,
0.0,3.79,4.28,
0.0,2.15,4.03,
0.01,4.3,4.5,
0.01,4.06,4.27,
0.01,3.18,4.15,
0.02,4.61,4.28,
0.04,3.17,4.15,
0.04,3.19,4.15,
0.07,0.83,6.43,
0.05,3.15,4.15,
0.05,3.18,4.15,
0.05,3.71,4.19,
0.06,3.2,4.15,
0.06,3.18,4.15,
0.07,3.72,4.17,
0.07,4.02,4.16,
0.08,4.65,4.24,
0.08,3.74,4.17,
0.08,3.17,4.3,
0.08,4.04,4.19,
0.08,1.45,4.03,
0.09,3.75,4.17,
0.09,4.56,4.21,
0.09,3.15,4.1,
0.09,3.38,4.11,
0.09,3.8,4.16,
0.09,3.17,4.11,
0.09,3.84,4.18,
0.1,4.56,4.21,
0.1,4.73,4.21,
0.11,3.13,4.06,
0.16,0.84,6.2,
0.12,3.35,4.12,
0.1,1.64,3.4,
0.12,2.08,3.92,
0.14,3.99,4.14,
0.13,3.17,4.06,
0.14,2.08,3.94,
0.14,3.13,4.02,
0.15,3.1,4.03,
0.13,1.61,3.38,
0.14,1.62,3.38,
0.19,3.95,4.09,
0.19,4.65,4.13,
0.18,3.08,3.99,
0.19,3.1,3.99,
0.19,4.29,4.09,
0.19,3.34,4.02,
0.2,3.58,4.03,
0.17,1.63,3.36,
0.2,3.32,4.02,
0.21,4.6,4.09,
0.21,3.64,4.05,
0.21,3.1,3.95,
0.21,3.1,3.95,
0.22,3.96,4.07,
0.22,3.08,3.95,
0.24,4.57,4.08,
0.24,4.63,4.09,
0.24,3.49,4.02,
0.24,3.61,4.01,
0.24,3.97,4.03,
0.24,3.26,3.99,
0.25,3.97,4.05,
0.24,3.13,3.93,
0.25,3.22,3.96,
0.25,3.63,3.99,
0.21,1.57,3.33,
0.26,3.99,4.03,
0.26,3.96,4.05,
0.26,3.39,3.96,
0.26,3.42,3.96,
0.34,1.01,5.07,
0.27,3.6,3.99,
0.27,3.58,4.0,
0.26,2.07,3.79,
0.28,4.22,4.04,
0.28,4.08,4.04,
0.28,3.47,3.93,
0.27,2.09,3.81,
0.24,1.59,3.26,
0.29,3.64,3.94,
0.31,4.62,4.04,
0.29,3.03,3.88,
0.29,2.39,3.82,
0.31,4.22,4.0,
0.31,4.21,3.99,
0.32,3.87,3.97,
0.31,2.41,3.8,
0.32,2.84,3.86,
0.31,2.33,3.8,
0.32,2.97,3.85,
0.33,3.82,3.93,
0.32,2.85,3.84,
0.32,3.06,3.86,
0.32,2.84,3.83,
0.33,3.23,3.9,
0.32,2.29,3.8,
0.33,2.82,3.85,
0.32,2.13,3.76,
0.34,3.05,3.85,
0.33,2.09,3.75,
0.33,2.43,3.79,
0.33,2.43,3.79,
0.34,3.12,3.84,
0.34,3.06,3.84,
0.34,3.04,3.84,
0.34,3.2,3.85,
0.35,3.19,3.88,
0.35,3.85,3.91,
0.35,3.0,3.83,
0.35,2.84,3.83,
0.36,3.02,3.84,
0.36,2.82,3.83,
0.36,3.15,3.85,
0.36,3.15,3.85,
0.37,4.15,3.92,
0.36,2.85,3.82,
0.36,2.87,3.82,
0.37,4.19,3.93,
0.36,2.41,3.77,
0.37,3.02,3.83,
0.37,3.17,3.83,
0.39,4.55,3.95,
0.37,2.86,3.81,
0.37,2.15,3.71,
0.37,2.78,3.78,
0.38,3.6,3.86,
0.32,1.53,3.2,
0.39,4.18,3.92,
0.39,3.08,3.82,
0.39,4.18,3.9,
0.38,2.44,3.75,
0.4,3.85,3.91,
0.39,2.77,3.78,
0.39,2.66,3.75,
0.4,3.46,3.82,
0.4,2.99,3.78,
0.4,3.53,3.85,
0.4,2.77,3.76,
0.4,2.68,3.73,
0.4,3.16,3.81,
0.41,4.03,3.86,
0.42,4.5,3.92,
0.42,3.12,3.8,
0.42,2.6,3.82,
0.42,3.46,3.81,
0.41,2.75,3.74,
0.41,2.58,3.71,
0.44,4.48,3.9,
0.42,2.57,3.72,
0.42,2.57,3.72,
0.44,4.51,3.9,
0.41,2.1,3.69,
0.42,3.06,3.77,
0.44,4.14,3.88,
0.42,2.83,3.75,
0.43,2.68,3.75,
0.43,2.99,3.77,
0.43,3.04,3.79,
0.43,3.42,3.79,
0.43,3.54,3.8,
0.43,2.6,3.72,
0.44,3.03,3.79,
0.43,2.1,3.67,
0.43,2.1,3.67,
0.43,2.08,3.66,
0.44,3.15,3.76,
0.44,3.49,3.8,
0.45,4.0,3.83,
0.44,3.65,3.8,
0.45,4.12,3.83,
0.37,1.53,3.16,
0.45,3.82,3.82,
0.45,3.81,3.82,
0.46,3.91,3.83,
0.45,3.5,3.8,
0.45,3.73,3.81,
0.46,3.7,3.82,
0.45,3.37,3.79,
0.46,4.3,3.85,
0.46,3.13,3.79,
0.46,3.36,3.79,
0.46,4.0,3.82,
0.46,3.18,3.77,
0.46,3.32,3.8,
0.46,4.02,3.82,
0.46,3.44,3.8,
0.46,4.1,3.83,
0.47,3.97,3.83,
0.47,4.22,3.84,
0.46,3.54,3.81,
0.47,4.23,3.84,
0.47,3.07,3.8,
0.47,3.58,3.81,
0.48,4.2,3.84,
0.47,3.02,3.78,
0.47,3.06,3.78,
0.47,3.43,3.8,
0.48,3.51,3.81,
0.39,1.52,3.15,
0.48,3.78,3.83,
0.48,3.9,3.83,
0.49,4.24,3.85,
0.49,4.29,3.83,
0.49,4.28,3.83,
0.49,3.63,3.82,
0.5,4.23,3.84,
0.49,3.02,3.8,
0.5,3.21,3.8,
0.5,3.21,3.8,
0.5,2.99,3.8,
0.51,3.01,3.81,
0.42,1.51,3.13,
0.52,3.23,3.83,
0.53,4.15,3.88,
0.53,4.44,3.82,
0.5,2.34,3.63,
0.54,4.23,3.87,
0.54,4.23,3.87,
0.51,2.36,3.64,
0.44,1.49,3.09,
0.51,1.9,3.52,
0.52,2.51,3.62,
0.52,2.61,3.64,
0.55,4.32,3.79,
0.55,3.4,3.85,
0.56,3.34,3.85,
0.52,2.02,3.57,
0.45,1.5,3.09,
0.56,3.24,3.84,
0.45,1.52,3.09,
0.56,2.95,3.83,
0.56,3.25,3.84,
0.45,1.5,3.08,
0.57,3.45,3.88,
0.57,3.24,3.86,
0.58,3.51,3.87,
0.56,4.22,3.77,
0.57,3.13,3.85,
0.58,3.16,3.84,
0.58,3.03,3.84,
0.55,2.35,3.61,
0.58,3.25,3.85,
0.58,3.25,3.85,
0.58,3.19,3.86,
0.58,2.97,3.86,
0.58,3.4,3.86,
0.58,2.93,3.84,
0.59,2.93,3.86,
0.59,2.93,3.86,
0.59,3.07,3.86,
0.59,3.15,3.86,
0.58,4.42,3.78,
0.59,3.44,3.87,
0.48,1.51,3.1,
0.59,3.07,3.85,
0.61,3.79,3.9,
0.61,3.59,3.9,
0.62,4.19,3.9,
0.57,2.02,3.53,
0.6,4.18,3.72,
0.63,4.02,3.91,
0.6,4.19,3.72,
0.6,4.15,3.72,
0.58,2.31,3.56,
0.57,2.03,3.53,
0.64,3.99,3.92,
0.64,4.19,3.9,
0.58,2.44,3.55,
0.58,1.89,3.49,
0.59,2.34,3.55,
0.65,4.02,3.91,
0.59,2.43,3.54,
0.59,2.33,3.54,
0.63,4.35,3.73,
0.63,4.14,3.7,
0.66,4.19,3.88,
0.59,1.94,3.46,
0.59,1.94,3.46,
0.61,2.55,3.56,
0.61,2.55,3.56,
0.6,1.89,3.49,
0.6,2.01,3.51,
0.6,2.17,3.49,
0.6,1.94,3.47,
0.62,2.76,3.56,
0.64,4.13,3.7,
0.61,2.05,3.49,
0.67,4.19,3.86,
0.6,1.95,3.47,
0.64,4.11,3.67,
0.61,2.12,3.49,
0.62,2.27,3.51,
0.64,4.11,3.65,
0.62,2.31,3.51,
0.62,2.31,3.51,
0.62,2.01,3.49,
0.62,2.25,3.49,
0.63,2.32,3.5,
0.62,1.93,3.45,
0.63,2.11,3.48,
0.64,2.43,3.5,
0.64,2.28,3.5,
0.64,2.28,3.5,
0.67,4.12,3.65,
0.65,2.3,3.5,
0.65,2.26,3.49,
0.56,1.46,3.0,
0.65,2.0,3.46,
0.66,2.46,3.48,
0.69,4.11,3.63,
0.57,1.47,2.99,
0.57,1.47,2.99,
0.67,2.29,3.5,
0.7,4.08,3.62,
0.69,4.13,3.61,
0.66,2.0,3.41,
0.67,1.96,3.42,
0.71,4.08,3.62,
0.68,2.27,3.45,
0.68,2.27,3.45,
0.59,1.48,2.98,
0.75,4.13,3.82,
0.59,1.49,2.99,
0.69,2.29,3.46,
0.7,0.77,3.48,
0.69,2.2,3.43,
0.73,4.07,3.59,
0.69,2.19,3.41,
0.7,0.58,3.43,
0.71,1.02,3.46,
0.61,1.48,2.97,
0.71,0.75,3.44,
0.71,0.75,3.44,
0.79,4.11,3.8,
0.72,0.68,3.45,
0.71,2.25,3.43,
0.72,0.66,3.45,
0.72,0.93,3.44,
0.78,4.02,3.77,
0.74,4.13,3.56,
0.75,4.07,3.58,
0.72,0.6,3.42,
0.79,4.02,3.79,
0.72,0.61,3.44,
0.72,0.77,3.43,
0.72,0.82,3.43,
0.72,1.08,3.45,
0.75,4.08,3.56,
0.73,0.64,3.45,
0.73,0.67,3.45,
0.73,1.02,3.45,
0.74,1.22,3.5,
0.76,4.03,3.57,
0.71,1.85,3.36,
0.68,1.34,3.2,
0.74,1.19,3.49,
0.72,2.27,3.41,
0.62,1.43,2.94,
0.73,1.01,3.45,
0.73,0.68,3.44,
0.73,0.68,3.44,
0.74,0.82,3.45,
0.8,3.98,3.76,
0.8,4.09,3.75,
0.74,0.79,3.44,
0.74,0.92,3.44,
0.74,1.03,3.45,
0.73,0.55,3.39,
0.73,0.57,3.39,
0.78,4.07,3.58,
0.74,2.39,3.41,
0.64,1.43,2.94,
0.75,1.05,3.46,
0.75,1.05,3.46,
0.75,0.86,3.43,
0.74,2.18,3.38,
0.74,0.59,3.39,
0.83,4.08,3.76,
0.76,1.12,3.45,
0.67,1.56,3.0,
0.74,1.85,3.34,
0.76,1.14,3.45,
0.74,2.12,3.36,
0.79,4.23,3.56,
0.77,1.1,3.48,
0.81,4.04,3.65,
0.76,0.6,3.38,
0.76,0.53,3.38,
0.76,2.25,3.38,
0.76,0.56,3.37,
0.76,2.38,3.39,
0.76,0.51,3.37,
0.8,4.01,3.53,
0.78,1.16,3.46,
0.79,1.11,3.47,
0.73,1.3,3.23,
0.77,0.5,3.37,
0.75,1.82,3.31,
0.77,2.39,3.38,
0.77,2.37,3.38,
0.79,1.12,3.47,
0.77,2.13,3.35,
0.77,0.6,3.38,
0.77,2.27,3.37,
0.77,2.24,3.38,
0.77,2.24,3.38,
0.77,2.21,3.36,
0.69,1.57,3.0,
0.8,0.93,3.47,
0.77,0.57,3.35,
0.8,1.2,3.45,
0.78,2.33,3.37,
0.86,3.81,3.72,
0.78,2.4,3.37,
0.78,0.51,3.36,
0.79,0.7,3.42,
0.78,1.94,3.34,
0.67,1.44,2.9,
0.75,1.29,3.21,
0.75,1.29,3.21,
0.8,0.72,3.45,
0.75,1.28,3.22,
0.82,1.05,3.49,
0.82,0.93,3.48,
0.79,0.6,3.36,
0.83,4.02,3.51,
0.83,1.12,3.49,
0.83,1.14,3.49,
0.83,1.14,3.49,
0.88,4.04,3.68,
0.87,4.04,3.64,
0.79,1.93,3.31,
0.89,4.02,3.69,
0.8,2.11,3.32,
0.9,4.05,3.72,
0.8,2.2,3.33,
0.85,3.99,3.48,
0.81,0.5,3.32,
0.81,2.11,3.33,
0.82,2.45,3.34,
0.91,4.05,3.7,
0.82,0.55,3.3,
0.81,1.92,3.28,
0.9,4.0,3.64,
0.87,4.16,3.5,
0.71,1.44,2.87,
0.86,3.98,3.47,
0.86,3.98,3.47,
0.86,4.06,3.46,
0.83,2.22,3.32,
0.83,0.55,3.3,
0.83,1.23,3.32,
0.83,0.5,3.3,
0.83,2.24,3.31,
0.83,2.24,3.31,
0.83,0.57,3.3,
0.83,0.57,3.3,
0.72,1.44,2.86,
0.84,0.52,3.3,
0.84,2.32,3.31,
0.86,0.68,3.37,
0.84,1.83,3.33,
0.84,0.54,3.3,
0.84,0.49,3.29,
0.85,2.28,3.3,
0.74,1.43,2.86,
0.84,0.55,3.27,
0.84,0.52,3.28,
0.74,1.46,2.87,
0.84,1.9,3.26,
0.84,0.57,3.27,
0.74,1.46,2.85,
0.85,0.55,3.27,
0.95,3.97,3.65,
0.86,2.2,3.3,
0.85,1.92,3.26,
0.85,0.55,3.26,
0.85,0.52,3.26,
0.86,2.33,3.28,
0.9,3.95,3.43,
0.9,1.15,3.43,
0.93,3.97,3.56,
0.85,1.91,3.25,
0.85,1.91,3.25,
0.9,3.95,3.44,
0.9,3.95,3.44,
0.86,1.93,3.25,
0.9,1.18,3.4,
0.91,1.14,3.43,
0.86,1.23,3.24,
0.87,2.06,3.26,
0.92,4.03,3.44,
0.88,2.41,3.29,
0.87,0.56,3.26,
0.76,1.44,2.84,
0.91,1.07,3.4,
0.88,0.48,3.27,
0.93,4.11,3.43,
0.96,3.97,3.57,
0.92,4.06,3.42,
0.93,4.08,3.42,
0.92,1.13,3.41,
0.88,2.11,3.27,
0.95,3.96,3.52,
0.92,4.01,3.41,
0.89,0.5,3.26,
0.77,1.43,2.83,
0.87,1.23,3.2,
0.88,1.84,3.21,
0.77,1.41,2.82,
0.97,3.96,3.54,
0.97,3.96,3.54,
0.93,4.02,3.41,
0.99,3.99,3.61,
0.9,2.16,3.26,
0.77,1.42,2.82,
0.9,2.25,3.25,
0.94,3.95,3.4,
0.9,2.14,3.25,
0.88,1.22,3.19,
0.94,1.17,3.39,
0.94,1.13,3.38,
0.79,1.45,2.82,
0.9,2.18,3.25,
0.78,1.39,2.82,
0.9,0.58,3.23,
0.95,4.01,3.4,
0.91,2.39,3.25,
0.79,1.43,2.81,
0.79,1.41,2.81,
0.9,0.56,3.22,
0.79,1.39,2.82,
0.91,2.25,3.24,
0.79,1.42,2.81,
0.96,4.04,3.4,
0.9,1.87,3.2,
1.02,3.96,3.6,
0.97,4.13,3.42,
0.93,2.18,3.25,
0.96,3.93,3.36,
0.91,0.55,3.21,
0.91,0.52,3.2,
1.02,3.96,3.59,
0.8,1.43,2.81,
0.93,2.36,3.24,
0.8,1.42,2.81,
1.04,3.97,3.6,
0.92,2.02,3.19,
0.92,1.19,3.19,
1.03,3.96,3.57,
0.93,2.26,3.21,
1.03,3.95,3.57,
0.93,0.56,3.2,
0.82,1.39,2.8,
0.92,0.5,3.18,
0.81,1.39,2.79,
0.98,1.15,3.37,
0.82,1.44,2.8,
0.98,3.92,3.36,
0.81,1.41,2.79,
0.94,0.58,3.21,
0.95,2.39,3.21,
0.99,1.14,3.34,
0.83,1.38,2.78,
0.96,0.57,3.19,
0.96,2.16,3.2,
0.95,1.86,3.16,
0.95,0.5,3.16,
1.07,3.77,3.54,
0.96,2.12,3.18,
0.84,1.37,2.77,
0.84,1.37,2.77,
1.03,4.09,3.36,
0.98,2.36,3.19,
0.97,0.48,3.16,
1.08,3.9,3.53,
1.08,3.91,3.53,
0.98,2.16,3.17,
0.85,1.36,2.77,
0.98,2.37,3.19,
0.95,0.49,3.08,
0.99,2.14,3.18,
1.02,1.13,3.28,
1.04,3.89,3.34,
0.98,2.14,3.16,
0.98,0.47,3.15,
0.98,0.47,3.15,
0.98,2.19,3.17,
0.99,2.26,3.18,
0.98,2.01,3.15,
1.09,3.91,3.51,
0.99,0.56,3.15,
1.04,3.89,3.32,
1.0,0.64,3.2,
1.1,3.9,3.51,
1.0,2.14,3.18,
0.99,0.48,3.13,
1.01,2.15,3.17,
1.05,3.92,3.32,
1.03,1.13,3.23,
1.0,0.52,3.11,
1.01,2.38,3.17,
1.01,2.13,3.16,
1.01,2.28,3.16,
1.01,0.51,3.12,
1.0,0.48,3.11,
1.02,2.09,3.15,
1.02,2.15,3.16,
1.07,3.86,3.29,
1.13,3.88,3.49,
1.03,2.15,3.13,
1.08,3.89,3.28,
1.05,1.11,3.2,
1.03,0.47,3.12,
1.08,3.87,3.27,
1.02,0.48,3.1,
1.02,1.84,3.11,
1.03,1.16,3.12,
1.02,0.54,3.09,
1.03,2.25,3.13,
1.05,1.12,3.19,
1.03,0.56,3.1,
0.9,1.36,2.72,
1.05,1.13,3.15,
1.03,0.59,3.11,
1.04,1.15,3.12,
1.16,3.85,3.47,
1.16,3.76,3.45,
1.04,0.67,3.12,
1.05,2.35,3.12,
1.03,0.55,3.08,
1.04,0.53,3.09,
1.04,0.53,3.09,
1.05,2.11,3.11,
1.04,2.06,3.1,
1.06,1.14,3.14,
1.04,0.49,3.09,
1.05,0.65,3.09,
1.1,3.84,3.25,
1.17,3.87,3.45,
1.05,1.0,3.11,
1.05,0.71,3.09,
1.05,0.71,3.09,
1.05,0.85,3.1,
1.06,0.9,3.11,
1.11,3.91,3.25,
1.06,0.97,3.11,
1.06,2.11,3.08,
1.12,3.93,3.26,
1.07,0.93,3.11,
1.06,0.81,3.1,
1.18,3.84,3.43,
1.12,3.82,3.27,
1.06,0.57,3.07,
1.06,0.57,3.07,
1.07,1.1,3.12,
1.06,0.46,3.08,
1.06,0.66,3.08,
1.07,1.12,3.12,
1.05,0.53,3.06,
1.07,0.92,3.1,
1.06,0.6,3.07,
1.08,1.09,3.13,
1.08,1.08,3.12,
1.06,0.5,3.07,
1.05,1.79,3.04,
1.06,0.59,3.07,
1.07,0.8,3.09,
1.07,0.72,3.08,
1.06,0.54,3.06,
1.07,0.47,3.08,
1.08,0.82,3.09,
1.08,2.24,3.09,
1.07,0.49,3.08,
1.08,0.84,3.09,
1.08,0.89,3.1,
1.09,1.03,3.11,
1.08,0.91,3.1,
1.07,0.7,3.08,
1.07,0.66,3.06,
1.07,0.66,3.06,
1.07,0.47,3.06,
1.09,1.1,3.12,
1.13,3.87,3.23,
1.16,3.83,3.31,
1.08,0.81,3.09,
1.08,0.81,3.09,
1.08,0.73,3.07,
1.07,0.5,3.05,
1.08,2.28,3.07,
1.08,0.64,3.07,
1.09,0.99,3.1,
1.08,0.85,3.09,
1.08,0.52,3.06,
1.08,0.83,3.09,
1.08,0.79,3.07,
1.08,0.69,3.07,
1.08,2.22,3.07,
1.21,3.83,3.42,
1.14,3.8,3.22,
1.14,3.86,3.22,
1.09,0.77,3.08,
1.09,0.89,3.09,
1.08,0.64,3.06,
1.09,0.91,3.09,
1.17,3.81,3.32,
1.1,1.09,3.11,
1.08,1.94,3.04,
1.08,0.55,3.05,
1.08,1.83,3.05,
1.09,2.2,3.07,
1.11,1.09,3.12,
1.08,1.82,3.04,
1.08,1.82,3.04,
0.94,1.34,2.65,
1.1,0.49,3.06,
1.15,3.78,3.2,
1.23,3.84,3.42,
1.1,2.22,3.07,
1.19,3.81,3.31,
1.1,2.24,3.05,
1.11,0.47,3.07,
1.11,2.07,3.06,
1.16,3.77,3.19,
1.23,3.81,3.4,
0.96,1.35,2.65,
1.2,3.81,3.31,
1.2,3.81,3.31,
1.21,3.81,3.31,
1.14,1.05,3.11,
1.12,2.22,3.05,
1.13,0.48,3.07,
1.12,2.29,3.04,
1.12,2.29,3.04,
1.14,1.09,3.09,
0.98,1.38,2.64,
1.24,3.78,3.37,
1.12,2.11,3.03,
1.79,0.6,4.82,
1.12,1.99,3.02,
1.18,3.95,3.19,
1.17,1.1,3.14,
0.98,1.36,2.62,
1.13,2.09,3.02,
1.12,1.77,3.0,
1.14,2.07,3.04,
1.13,2.05,3.02,
1.13,2.09,3.01,
1.16,0.48,3.08,
1.17,0.82,3.11,
1.13,1.81,2.98,
0.99,1.32,2.61,
1.18,1.0,3.12,
1.18,1.0,3.12,
1.21,3.87,3.18,
1.15,2.17,3.02,
1.09,1.19,2.88,
0.99,1.35,2.61,
1.13,1.81,2.97,
1.2,3.79,3.16,
1.13,1.81,2.97,
1.14,1.9,2.98,
1.16,2.08,3.02,
1.21,3.79,3.16,
1.21,3.79,3.16,
1.22,3.86,3.16,
1.0,1.35,2.61,
1.19,0.54,3.1,
1.15,2.0,2.98,
1.15,2.11,2.99,
1.26,3.74,3.25,
1.0,1.32,2.6,
1.16,2.03,3.0,
1.15,1.92,2.96,
1.01,1.33,2.6,
1.2,0.53,3.09,
1.15,1.82,2.96,
1.17,2.28,3.0,
1.22,3.85,3.14,
1.22,1.04,3.13,
1.23,3.75,3.14,
1.16,1.92,2.97,
1.15,1.9,2.95,
1.16,1.82,2.95,
1.23,0.94,3.13,
1.17,1.95,2.96,
1.23,0.92,3.12,
1.29,3.76,3.26,
1.24,3.75,3.13,
1.17,1.92,2.96,
1.3,3.76,3.28,
1.03,1.31,2.59,
1.03,1.34,2.58,
1.17,1.9,2.94,
1.19,1.97,2.97,
1.2,2.24,2.99,
1.19,2.19,2.97,
1.33,3.71,3.3,
1.33,3.71,3.3,
1.18,1.94,2.94,
1.2,2.27,2.98,
1.27,0.91,3.15,
1.26,0.76,3.13,
1.26,0.76,3.13,
1.18,1.77,2.93,
1.26,3.73,3.11,
1.27,0.89,3.13,
1.18,1.8,2.92,
1.27,3.71,3.12,
1.06,1.4,2.61,
1.27,3.75,3.12,
1.21,2.27,2.98,
1.28,0.91,3.15,
1.05,1.35,2.58,
1.2,2.03,2.94,
1.29,0.73,3.14,
1.21,2.23,2.95,
1.06,1.33,2.56,
1.2,1.86,2.92,
1.27,3.73,3.09,
1.2,1.92,2.91,
1.06,1.32,2.57,
1.3,0.87,3.15,
1.31,0.9,3.16,
1.06,1.3,2.57,
1.36,3.69,3.28,
1.22,2.03,2.94,
1.22,2.01,2.93,
1.2,1.68,2.89,
1.37,3.46,3.29,
1.22,2.01,2.92,
1.29,3.73,3.08,
1.07,1.31,2.55,
1.23,2.05,2.93,
1.37,3.67,3.26,
1.37,3.67,3.26,
1.32,0.85,3.16,
1.22,1.94,2.91,
1.33,0.69,3.16,
1.66,0.51,3.95,
1.23,1.92,2.91,
1.21,1.78,2.86,
1.38,3.65,3.25,
1.34,0.86,3.16,
1.08,1.33,2.54,
1.08,1.32,2.54,
1.34,0.65,3.16,
1.34,0.65,3.16,
1.25,2.18,2.92,
1.25,2.02,2.92,
1.25,2.04,2.91,
1.36,0.67,3.17,
1.26,2.34,2.94,
1.23,1.72,2.87,
1.09,1.36,2.54,
1.09,1.34,2.54,
1.24,1.99,2.89,
1.28,2.61,2.96,
1.26,2.31,2.93,
1.27,2.36,2.94,
1.28,2.61,2.96,
1.28,2.61,2.96,
1.28,2.49,2.95,
1.27,2.33,2.93,
1.1,1.32,2.53,
1.24,1.7,2.86,
1.24,1.7,2.86,
1.32,3.68,3.05,
1.24,1.79,2.86,
1.38,0.66,3.18,
1.25,1.89,2.87,
1.24,1.75,2.85,
1.25,1.87,2.87,
1.29,2.71,2.97,
1.33,3.62,3.05,
1.1,1.3,2.52,
1.1,1.34,2.53,
1.26,2.0,2.89,
1.25,1.85,2.86,
1.25,1.85,2.86,
1.1,1.31,2.52,
